Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Antal,Datering,Tidsperiod,Föremålsnummer,Historisk plats,Förvärvsnummer,Omnämns i katalog,Förvärvsmetod,Förvärvsdatum,Fyndplats,Arkeologisk kontext,Kontextnamn,Undersökare,Undersökningsår,Storlek,Antal fragment,plats_latitude,plats_longitude,historisk_plats_latitude,historisk_plats_longitude
Sköld,976646_HST,35000,Fyndnummer: 33866,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1516,Historiska museet,Sköld - 392,https://samlingar.shm.se/object/73698EDB-FBEE-4482-9FFD-50C68962AA5C,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,976646_HST,"Birka, Adelsö socken",35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1516",R001516,"Ambrosiani, Björn",1991-07-23,Vikt 1 g  Diameter 13 mm,,,,,
Pilspets,977217_HST,35000,Fyndnummer: 38082,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1538,Historiska museet,Pilspets - 393,https://samlingar.shm.se/object/F51AD9A2-B588-4C65-A410-3EFDDBA14EE8,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,977217_HST,"Birka, Adelsö socken",35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1538",R001538,"Ambrosiani, Björn",1991-08-16,Vikt 7 g  Längd 50 mm  Tjocklek 5 mm,,,,,
Pilspets a1,979532_HST,35000,Fyndnummer: 49663,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,4221,Historiska museet,Pilspets a1 - 394,https://samlingar.shm.se/object/8F2721A1-A2B7-4836-92BD-F5871BD60A07,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,979532_HST,"Birka, Adelsö socken",35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 4221",R004221,"Ambrosiani, Björn",1993-07-12,Vikt 3 g  Längd 97 mm  Tjocklek 6 mm,2,,,,
Pilspets,980066_HST,35000,Fyndnummer: 57429,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,4537,Historiska museet,Pilspets - 395,https://samlingar.shm.se/object/69B98898-AAA1-4007-8D5B-D6C6108BFD84,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,980066_HST,"Birka, Adelsö socken",35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 4537",R004537,"Ambrosiani, Björn",1993-08-02,Vikt 12 g  Längd 103 mm,,,,,
Pilspets,977172_HST,35000,Fyndnummer: 34105,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,3055,Historiska museet,Pilspets - 396,https://samlingar.shm.se/object/D20E80E9-3E2A-4263-A6D0-6E5CDCDD72EE,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,977172_HST,"Birka, Adelsö socken",35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 3055",R003055,"Ambrosiani, Björn",1991-08-29,Vikt 12 g  Längd 125 mm,,,,,
Pilspets,977988_HST,35000,Fyndnummer: 38321,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1540,Historiska museet,Pilspets - 397,https://samlingar.shm.se/object/E7B7429B-D705-4F82-A6D6-3D20EEEB7564,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,977988_HST,"Birka, Adelsö socken",35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1540",R001540,"Ambrosiani, Björn",1991-08-27,Vikt 16 g  Längd 89 mm  Tjocklek 12 mm,,,,,
Doppsko,980127_HST,35000,Fyndnummer: 57956,Cu-legering,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,4723,Historiska museet,Doppsko - 398,https://samlingar.shm.se/object/82992C66-D887-4260-BD17-69F081F24BA4,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,980127_HST,"Birka, Adelsö socken",35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 4723",R004723,"Ambrosiani, Björn",1993-09-01,Vikt 24 g  Längd 44 mm  Tjocklek 15 mm,,,,,
Pilspets,979401_HST,35000,Fyndnummer: 66970,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,6953,Historiska museet,Pilspets - 399,https://samlingar.shm.se/object/96E34B68-BB35-4114-B519-0CDE76664A09,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,979401_HST,"Birka, Adelsö socken",35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 6953",R006953,"Ambrosiani, Björn",1994-09-08,Vikt 2 g  Längd 76 mm,,,,,
Pilspets,979428_HST,35000,Fyndnummer: 67024,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,6293,Historiska museet,Pilspets - 400,https://samlingar.shm.se/object/57B8ABFC-5F26-48B8-ACFE-61DF2784707A,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,979428_HST,"Birka, Adelsö socken",35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 6293",R006293,"Ambrosiani, Björn",1994-08-04,Vikt 2 g  Längd 85 mm,,,,,
Timglaskoger,979433_HST,35000,Fyndnummer: 67029,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,6206,Historiska museet,Timglaskoger - 401,https://samlingar.shm.se/object/D59EA2CF-9E3E-432D-9C1D-FECB886B2C21,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,979433_HST,"Birka, Adelsö socken",35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 6206",R006206,"Ambrosiani, Björn",1994-07-28,Vikt 2 g  Längd 51 mm  Tjocklek 9 mm,,,,,
Pilspets,976077_HST,35000,Fyndnummer: 29944,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1188,Historiska museet,Pilspets - 402,https://samlingar.shm.se/object/0AD8DC4D-27F8-4125-B3DB-586BBC061379,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,976077_HST,"Birka, Adelsö socken",35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1188",R001188,"Ambrosiani, Björn",1990-09-17,Vikt 12 g  Längd 93 mm  Bredd 22 mm  Tjocklek 16 mm,,,,,
Pilspets,983408_HST,35000,Fyndnummer: 75745,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2854,Historiska museet,Pilspets - 403,https://samlingar.shm.se/object/3A382DE0-6DD7-4CDF-B9D9-7C787B349C72,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,983408_HST,"Birka, Adelsö socken",35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2854",R002854,"Ambrosiani, Björn",1992-07-24,Vikt 4 g  Längd 81 mm,2,,,,
Pilspets,981474_HST,35000,Fyndnummer: 68908,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,7131,Historiska museet,Pilspets - 404,https://samlingar.shm.se/object/327B7B21-7C29-4D07-BD25-1E9946B1CDE9,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,981474_HST,"Birka, Adelsö socken",35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 7131",R007131,"Ambrosiani, Björn",1994-09-21,Vikt 3 g  Längd 76 mm,5,,,,
Pilspets,981481_HST,35000,Fyndnummer: 68915,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2882,Historiska museet,Pilspets - 405,https://samlingar.shm.se/object/58B4117C-593B-4F81-A5FA-F7B032C64222,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,981481_HST,"Birka, Adelsö socken",35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2882",R002882,"Ambrosiani, Björn",1992-07-28,Vikt 1 g,2,,,,
Pilspets,985654_HST,35000,Fyndnummer: 42663,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2549,Historiska museet,Pilspets - 406,https://samlingar.shm.se/object/7FFDFCE4-A738-4FB4-9E20-D27714E82620,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,985654_HST,"Birka, Adelsö socken",35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2549",R002549,"Ambrosiani, Björn",1992-06-30,Vikt 4 g  Längd 69 mm  Tjocklek 5 mm,,,,,
Doppsko,985713_HST,35000,Fyndnummer: 42752,Cu-legering,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2945,Historiska museet,Doppsko - 407,https://samlingar.shm.se/object/6CBC40EF-7331-47B2-9CF7-897DDF0442FF,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,985713_HST,"Birka, Adelsö socken",35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2945",R002945,"Ambrosiani, Björn",1992-08-06,Vikt 51 g  Längd 89 mm  Tjocklek 12 mm,,,,,
Pilspets,984674_HST,35000,Fyndnummer: 88763,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2291,Historiska museet,Pilspets - 408,https://samlingar.shm.se/object/63EFF03B-72CA-40AD-AC5E-B5568B6D5CB7,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,984674_HST,"Birka, Adelsö socken",35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2291",R002291,"Ambrosiani, Björn",1992-06-16,Vikt 3 g  Längd 65 mm,,,,,
Pilspets,985152_HST,35000,Fyndnummer: 41684,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2296,Historiska museet,Pilspets - 409,https://samlingar.shm.se/object/9A1FBD0D-EA29-4A91-A8FB-173C9D8D8AE2,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,985152_HST,"Birka, Adelsö socken",35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2296",R002296,"Ambrosiani, Björn",1992-06-16,Vikt 2 g  Längd 19 mm  Tjocklek 8 mm,2,,,,
Yxa,1092544_HST,13316,Undernummer: 1,Järn,"Hotingsjön, Grundfjärden, Långön",L1948:9470,Tåsjö socken,Ångermanland,Sverige,Skelettgrav,1,Historiska museet,Yxa - 410,https://samlingar.shm.se/object/E5C451AD-4E74-4A47-AB35-8B1546EEE1E5,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,1092544_HST,,13316,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=13316,,1907,"Plats: Hotingsjön, Grundfjärden, Långön, Fornlämning: L1948:9470, Socken: Tåsjö socken, Kommun: Strömsund kommun, Landskap: Ångermanland, Land: Sverige","Skelettgrav, Hög: 1",,,,Längd 169 mm  Bredd 83 mm,,,,46.3144754,11.0480288
Yxa,1092582_HST,13316,Undernummer: 6,"Järn, Trä","Hotingsjön, Grundfjärden, Långön",L1948:9470,Tåsjö socken,Ångermanland,Sverige,Skelettgrav,6,Historiska museet,Yxa - 411,https://samlingar.shm.se/object/4FF973F6-9036-4611-A837-BFAB27191F69,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,1092582_HST,,13316,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=13316,,1907,"Plats: Hotingsjön, Grundfjärden, Långön, Fornlämning: L1948:9470, Socken: Tåsjö socken, Kommun: Strömsund kommun, Landskap: Ångermanland, Land: Sverige","Skelettgrav, Hög: 6",,,,Längd 155 mm  Bredd 79 mm,,,,46.3144754,11.0480288
Svärd,1142141_HST,9521,Undernummer: 10:42,Järn,Karby,,Vendel socken,Uppland,Sverige,Hög,10,Historiska museet,Svärd - 412,https://samlingar.shm.se/object/F1EFBCC8-602D-4F74-AEE1-3F1383A4ABD8,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,1142141_HST,,9521,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=9521,,1894,"Plats: Karby, Fastighet: Karby nr 2, Socken: Vendel socken, Kommun: Tierp kommun, Landskap: Uppland, Land: Sverige",Hög: 10,,"Stolpe, Hjalmar",,,,54.6239131,9.9746688,46.3144754,11.0480288
Yxa,836904_HST,20905,Undernummer: 1,Järn,Rothagen,L2000:9040,Sollerön socken,Dalarna,Sverige,Grav,1,Historiska museet,Yxa - 413,https://samlingar.shm.se/object/9891F3FC-6DF4-4F94-ACFD-995FFF559BEF,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,836904_HST,,20905,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=20905,,1935,"Plats: Rothagen, Fornlämning: L2000:9040, Socken: Sollerön socken, Kommun: Mora kommun, Landskap: Dalarna, Land: Sverige",Grav: 1,,,,Vikt 839 g,,60.9139087,14.6058093,46.3144754,11.0480288
Yxa,783173_HST,15817,"Undernummer: 1910,4",Järn,"Verhne Saltovo, Volchansk, Kharkov",,,,Ukraina,Grav,IV,Historiska museet,Yxa - 414,https://samlingar.shm.se/object/21B12DC4-9ECB-41FF-9849-F20A5F79C6AE,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,783173_HST,,15817,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=15817,,1917,"Plats: Verhne Saltovo, Volchansk, Kharkov, Land: Ukraina",Grav: IV,,"Arne, Ture J:son",,,,,,46.3144754,11.0480288
Yxa,851337_HST,6275,Undernummer: 1,Järn,Norrgårda,,Vallstena socken,Gotland,Sverige,,,Historiska museet,Yxa - 415,https://samlingar.shm.se/object/81D8686A-1295-4EEF-8206-BAB1E6A9B661,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,851337_HST,,6275,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=6275,,1878,"Plats: Norrgårda, Socken: Vallstena socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,,60.2712185,18.4282271,46.3144754,11.0480288
Yxa,836919_HST,20905,Undernummer: 2,Järn,Rothagen,L2000:9040,Sollerön socken,Dalarna,Sverige,Grav,2,Historiska museet,Yxa - 416,https://samlingar.shm.se/object/DA346215-F9CD-48A1-AC81-30A5925DC067,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,836919_HST,,20905,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=20905,,1935,"Plats: Rothagen, Fornlämning: L2000:9040, Socken: Sollerön socken, Kommun: Mora kommun, Landskap: Dalarna, Land: Sverige",Grav: 2,,,,Vikt 895 g,,60.9139087,14.6058093,46.3144754,11.0480288
Svärd Petersen Z,836967_HST,22293,Undernummer: 1,"Järn, Silver",Bengtsarvet och Häradsarvet,L2000:9040,Sollerön socken,Dalarna,Sverige,Röse,1,Historiska museet,Svärd Petersen Z - 417,https://samlingar.shm.se/object/EAF5EAC7-31A1-42F8-BB50-C885BC2442E2,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,836967_HST,,22293,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=22293,,1939,"Plats: Bengtsarvet och Häradsarvet, Fornlämning: L2000:9040, Socken: Sollerön socken, Kommun: Mora kommun, Landskap: Dalarna, Land: Sverige",Röse: 1,,,,Vikt 1316 g  Längd 855 mm  Bredd 114 mm,,,,46.3144754,11.0480288
